,Unnamed: 0,Unnamed: 0.1,CASE_NO,Decision_Date,Case_Status,APPLICATION_TYPE,Employer_Name,Employer_address_1,Employer_address_2,Employer_City,Employer_State,Employer_Postal_Code,2007_NAICS_US_CODE,2007_NAICS_US_TITLE,US_ECONOMIC_SECTOR,PW_SOC_Code,PW_SOC_TITLE,PW_Job_Title_9089,PW_LEVEL_9089,PW_SOURCE_NAME_9089,PW_AMOUNT_9089,PW_UNIT_OF_PAY_9089,WAGE_OFFERED_FROM_9089,WAGE_OFFERED_TO_9089,WAGE_OFFERED_UNIT_OF_PAY_9089,Job_Info_Work_City,Job_Info_Work_State,Country_of_Citizenship,Class_of_Admission,Annual_Wage,Certified
1056,30757,37327,A-13219-86471,2014/3/24 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,11-9041,Architectural and Engineering Managers,Architectural and Engineering Managers,Level IV,OES,208853.0,Year,325000.0,,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,208853.0,1
1057,30790,37374,A-13233-90348,2014/9/2 00:00:00,Certified,ONLINE,"ALPINE ELECTRONICS OF SILICON VALLEY, INC.","3151 JAY ST., #101",,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level III,OES,116605.0,Year,116605.0,130000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,116605.0,1
1058,30792,37377,A-13212-84627,2014/4/14 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,102697.0,Year,102697.0,107000.0,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,102697.0,1
1061,30874,37481,A-13296-04776,2014/5/6 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83287.0,Year,83300.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,83287.0,1
1062,30895,37506,A-13257-96843,2014/4/24 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,100984.0,Year,100984.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,100984.0,1
1064,30964,37586,A-13350-25199,2014/6/10 00:00:00,Certified,ONLINE,"INTEL MOBILE COMMUNICATIONS, INC.",2200 MISSION COLLEGE BLVD. RN4-151,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level IV,OES,127442.0,Year,127442.0,171300.0,Year,San Diego,CALIFORNIA,INDIA,H-1B,127442.0,1
1065,30989,37613,A-13253-95532,2014/4/18 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,79702.0,Year,79702.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,79702.0,1
1069,31135,37786,A-13291-02483,2014/5/1 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,11-2021,Marketing Managers,Marketing Managers,,Other,125106.0,Year,130000.0,180000.0,Year,Santa Clara,CALIFORNIA,SPAIN,H-1B,125106.0,1
1071,31280,37964,A-13357-27644,2014/7/24 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,124030.0,Year,124131.0,171300.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,124030.0,1
1073,31403,38114,A-14029-36946,2014/8/7 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level III,OES,127150.0,Year,127150.0,171300.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,127150.0,1
1076,31428,38142,A-14028-36507,2014/7/31 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,98675.0,Year,98675.0,171300.0,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,98675.0,1
1078,31437,38154,A-13339-22243,2014/7/3 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,95408.0,Year,103787.5,109410.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,95408.0,1
1079,31529,38271,A-13326-18236,2014/6/2 00:00:00,Certified,ONLINE,TELLUS SOLUTIONS INC.,"3350 SCOTT BLVD, BLDG.34A",,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1142,Network and Computer Systems Administrators*,Network and Computer Systems Administrators*,Level II,OES,76669.0,Year,77000.0,,Year,SANTA CLARA,CALIFORNIA,BULGARIA,H-1B,76669.0,1
1081,31634,38395,A-13310-11923,2014/5/28 00:00:00,Certified,ONLINE,"VERSA NETWORKS, INC",2953 BUNKER HILL LANE SUITE 210,,SANTA CLARA,CALIFORNIA,95054,334210,Telephone Apparatus Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,110094.0,Year,110094.0,136136.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,110094.0,1
1082,31688,38459,A-14111-62232,2014/9/25 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,84752.0,Year,85000.0,89250.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,84752.0,1
1083,31716,38489,A-14030-37223,2014/7/29 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1111,Computer and Information Research Scientists,Computer and Information Research Scientists,Level I,OES,82077.0,Year,121950.0,171300.0,Year,Santa Clara,CALIFORNIA,INDONESIA,H-1B,82077.0,1
1084,31786,38574,A-14041-40641,2014/7/17 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,124030.0,Year,124030.0,171300.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,124030.0,1
1085,31825,38619,A-14013-32202,2014/7/21 00:00:00,Certified,ONLINE,"INFOOBJECTS, INC.",2041 MISSION COLLEGE BOULEVARD,SUITE 280,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,98675.0,Year,98675.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,98675.0,1
1086,31839,38638,A-14010-31781,2014/8/26 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2061,Computer Hardware Engineers,Computer Hardware Engineers,,Other,80033.0,Year,80033.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,80033.0,1
1088,31896,38711,A-14076-53442,2014/8/29 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level IV,OES,144206.0,Year,144300.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,144206.0,1
1089,31899,38714,A-14098-58698,2014/9/19 00:00:00,Certified,ONLINE,"CONTINUUM ELECTRO-OPTICS, INC.",3150 CENTRAL EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95051,541710,"Research and Development in the Physical, Engineering, and Life Sciences",,17-2141,Mechanical Engineers,Mechanical Engineers,Level IV,OES,121742.0,Year,121742.0,,Year,San Jose,CALIFORNIA,CANADA,H-1B,121742.0,1
1090,31902,38718,A-14092-57310,2014/9/8 00:00:00,Certified,ONLINE,GLOBALFOUNDRIES U.S. INC.,2600 GREAT AMERICA WAY,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,102229.0,Year,102229.0,160000.0,Year,Santa Clara,CALIFORNIA,EGYPT,H-1B,102229.0,1
1091,31955,38783,A-14084-55527,2014/8/29 00:00:00,Certified,ONLINE,EVANS ANALYTICAL GROUP,2710 WALSH AVENUE,,SANTA CLARA,CALIFORNIA,95051,54171,"Research and Development in the Physical, Engineering, and Life Sciences",Biotechnology,19-2032,Materials Scientists,Materials Scientists,Level I,OES,56826.0,Year,56826.0,68037.0,Year,Sunnyvale,CALIFORNIA,CHINA,H-1B,56826.0,1
1098,32149,39013,A-14051-43554,2014/9/8 00:00:00,Certified,ONLINE,"PALO ALTO NETWORKS, INC.",4401 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,5415,Computer Systems Design and Related Services,IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,110094.0,Year,120000.0,,Year,Santa Clara,CALIFORNIA,TAIWAN,H-1B,110094.0,1
1099,32278,39175,A-12207-85418,2014/3/24 00:00:00,Certified-Expired,ONLINE,"DYNAMIC ACCESS SYSTEMS, INC",2078 WALSH AVENUE,SUITE B,SANTA CLARA,CALIFORNIA,95050,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level III,OES,117146.0,Year,117146.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,117146.0,1
1101,32378,39298,A-12312-13207,2014/1/23 00:00:00,Certified-Expired,ONLINE,GS SOFT INC,3130 DE LA CRUZ BLVD,SUITE # 136,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,100984.0,Year,100984.0,,Year,santa clara,CALIFORNIA,INDIA,H-1B,100984.0,1
1102,32470,39415,A-12270-02472,2013/12/12 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,93254.0,Year,96000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,93254.0,1
1103,32569,39529,A-12313-13585,2014/3/20 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,86822.0,Year,100000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,86822.0,1
1104,32596,39561,A-13127-61886,2014/1/9 00:00:00,Certified-Expired,ONLINE,"CHEGG, INC.",3990 FREEDOM CIRCLE,,SANTA CLARA,CALIFORNIA,95054,611710,Educational Support Services,Educational Services,15-2041,Statisticians,Statisticians,Level I,OES,55411.0,Year,110000.0,,Year,SANTA CLARA,CALIFORNIA,CANADA,H-1B,55411.0,1
1107,32664,39644,A-13037-38479,2014/8/7 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
1108,32702,39692,A-13095-53389,2013/12/19 00:00:00,Certified-Expired,ONLINE,INNOVATE SOLUTIONS INC,2900 GORDON AVE,STE 100-77,SANTA CLARA,CALIFORNIA,95051,54151,Computer Systems Design and Related Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level II,OES,83637.0,Year,83637.0,,Year,Santa Clara,CALIFORNIA,KENYA,H-1B,83637.0,1
1111,32833,39848,A-13043-39815,2013/12/4 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,92631.0,Year,92631.0,180000.0,Year,Santa Clara,CALIFORNIA,BANGLADESH,H-1B,92631.0,1
1112,32834,39849,A-13030-35975,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
1113,32836,39851,A-13018-32616,2013/10/22 00:00:00,Certified-Expired,ONLINE,INNOVATE SOLUTIONS INC,2900 GORDON AVE,STE 100-77,SANTA CLARA,CALIFORNIA,95051,54151,Computer Systems Design and Related Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level I,OES,84802.0,Year,84802.0,,Year,Santa Clara,CALIFORNIA,PHILIPPINES,H-1B,84802.0,1
1114,32837,39852,A-13051-41851,2014/7/15 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1115,32844,39862,A-13067-46382,2013/11/1 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,103722.0,Year,115000.0,,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,103722.0,1
1118,32906,39942,A-13033-37148,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1121,32931,39973,A-13070-47070,2014/1/16 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level I,OES,89960.0,Year,96000.0,,Year,Santa Clara,CALIFORNIA,TAIWAN,H-1B,89960.0,1
1122,32992,40050,A-13035-37592,2013/11/15 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,86195.0,Year,86195.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,86195.0,1
1124,33014,40080,A-13031-36319,2014/8/5 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,TAIWAN,H-1B,78992.0,1
1125,33025,40092,A-13031-36529,2013/10/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,CHINA,H-1B,85176.0,1
1127,33053,40129,A-13202-81722,2014/4/23 00:00:00,Certified,ONLINE,KRYPT INC,3945 FREEDOM CIRCLE,STE 550,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,115669.0,Year,120000.0,,Year,Sunnyvale,CALIFORNIA,INDIA,H-1B,115669.0,1
1129,33085,40165,A-13056-43278,2013/11/13 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,95994.0,Year,95994.0,180000.0,Year,Folsom,CALIFORNIA,ITALY,H-1B,95994.0,1
1130,33100,40183,A-13094-52864,2014/1/14 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,11-2021,Marketing Managers,Marketing Managers,,Other,101100.0,Year,135000.0,,Year,Santa Clara,CALIFORNIA,TAIWAN,H-1B,101100.0,1
1131,33117,40202,A-13035-37525,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1132,33129,40217,A-13031-36408,2014/8/4 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,CHINA,H-1B,85176.0,1
1136,33158,40256,A-13087-51300,2014/4/22 00:00:00,Certified,ONLINE,"APPLIED MATERIALS, INC.",3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,CALIFORNIA,95054,33441,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2131,Materials Engineers,Materials Engineers,Level III,OES,105830.0,Year,107641.0,119400.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,105830.0,1
1137,33162,40260,A-13036-37853,2014/7/15 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1138,33199,40306,A-13035-37594,2013/10/24 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level IV,OES,139838.0,Year,139838.0,180000.0,Year,Santa Clara,CALIFORNIA,ISRAEL,H-1B,139838.0,1
1140,33247,40363,A-13108-57299,2013/12/6 00:00:00,Certified-Expired,ONLINE,MIL AL MISSION IN NORTHERN CALIFORNIA,2938 SCOTT BLVD.,,SANTA CLARA,CALIFORNIA,95054,813110,Religious Organizations,Other Economic Sector,21-2011,Clergy,Clergy,Level I,OES,25210.0,Year,25210.0,,Year,Santa Clara,CALIFORNIA,SOUTH KOREA,H-1B,25210.0,1
1141,33252,40368,A-13219-86498,2014/5/28 00:00:00,Certified,ONLINE,TRIANZ,3979 FREEDOM CIRCLE,SUITE 210,SANTA CLARA,CALIFORNIA,95054,541512,Computer Systems Design Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level II,OES,79269.0,Year,105000.0,,Year,Santa Clara,CALIFORNIA,FRANCE,H-1B,79269.0,1
1142,33309,40434,A-13225-87808,2014/3/25 00:00:00,Certified-Expired,ONLINE,MCAFEE INC.,2821 MISSION COLLEGE BLVD,,SANTA CLARA,CALIFORNIA,95054,5415,Computer Systems Design and Related Services,IT,11-3021,Computer and Information Systems Managers,Computer and Information Systems Managers,,Other,125341.0,Year,125341.0,140341.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,125341.0,1
1143,33360,40496,A-13197-80404,2014/4/14 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,79702.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1144,33372,40509,A-13241-92644,2014/4/23 00:00:00,Certified,ONLINE,"SERVICENOW, INC.",3260 JAY STREET,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,11-2022,Sales Managers,Sales Managers,Level IV,OES,197850.0,Year,225000.0,,Year,Santa Clara,CALIFORNIA,UNITED KINGDOM,H-1B,197850.0,1
1151,33594,40769,A-13112-58107,2014/3/12 00:00:00,Certified-Expired,ONLINE,"LUMENDATA, INC.",5201 GREAT AMERICA PARKWAY,SUITE #350,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level II,OES,83637.0,Year,83637.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,83637.0,1
